tags,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,title,owner.reputation,owner.user_id,owner.user_type,owner.accept_rate,owner.display_name
"['python', 'pandas', 'dask']",2349,,1,10,2019-11-12 15:42:20,2018-12-26 19:20:15,,53936237,CC BY-SA 4.0,Managing worker memory on a dask localcluster,143.0,10291888.0,registered,,Jones
"['python', 'pandas', 'numpy', 'dask']",516,,2,10,2019-04-21 08:36:35,2019-03-23 15:36:57,,55315419,CC BY-SA 4.0,Nested numpy arrays in dask and pandas dataframes,981.0,2099542.0,registered,54.0,Stav
"['python', 'pandas', 'dask']",9650,42213549.0,2,9,2017-02-13 21:51:33,2017-02-13 19:59:39,,42212496,CC BY-SA 3.0,Assign (add) a new column to a dask dataframe based on values of 2 existing columns - involves a conditional statement,704.0,2942216.0,registered,71.0,ML_Passion
['dask'],2656,49203129.0,1,9,2018-03-15 19:38:59,2018-03-09 22:26:33,,49203128,CC BY-SA 3.0,How do I stop a running task in Dask?,42964.0,616616.0,registered,53.0,MRocklin
"['python', 'distributed-computing', 'dask']",663,54235046.0,1,9,2019-01-17 11:34:03,2019-01-17 08:51:46,,54232080,,Dask: delayed vs futures and task graph generation,1145.0,5985921.0,registered,91.0,clog14
"['python', 'amazon-s3', 'boto3', 'dask', 'python-s3fs']",3236,48389458.0,1,9,2020-02-07 15:15:46,2018-01-22 20:04:17,,48389417,CC BY-SA 4.0,How to read parquet file from s3 using dask with specific AWS profile,7084.0,3130926.0,registered,82.0,muon
"['python', 'dask']",1551,,4,9,2020-04-28 03:11:30,2017-10-20 03:54:28,,46842155,CC BY-SA 3.0,Shuffling data in dask,6275.0,2530674.0,registered,73.0,sachinruk
"['pandas', 'dask']",3409,,1,9,2017-02-14 00:39:03,2015-09-02 21:06:56,,32363114,CC BY-SA 3.0,How do I change rows and columns in a dask dataframe?,91.0,5294337.0,registered,,Sam
"['python', 'pandas', 'dask']",1232,42450660.0,1,9,2017-02-25 00:54:01,2017-02-24 15:12:21,,42442043,CC BY-SA 4.0,How to use pandas.cut() (or equivalent) in dask efficiently?,93.0,7617491.0,registered,,Y. Ac
"['python', 'tornado', 'jupyter', 'python-asyncio', 'dask']",1267,55253567.0,3,9,2019-03-23 21:04:13,2019-03-16 21:39:44,,55201748,CC BY-SA 4.0,Running a Tornado Server within a Jupyter Notebook,15860.0,975477.0,registered,82.0,Daniel
"['python', 'dask', 'dask-distributed']",1468,,2,9,2019-11-24 18:48:55,2018-11-20 14:13:28,,53394935,CC BY-SA 4.0,What is the &quot;right&quot; way to close a Dask LocalCluster?,93.0,10680405.0,registered,,SteP
"['python', 'dask']",8273,39176036.0,1,9,2019-05-29 09:52:06,2016-08-26 23:33:52,,39175963,CC BY-SA 4.0,Sampling n= 2000 from a Dask Dataframe of len 18000 generates error Cannot take a larger sample than population when &#39;replace=False&#39;,1144.0,2645252.0,registered,46.0,mobcdi
"['python', 'pandas', 'dask']",2789,,1,9,2020-04-15 15:47:29,2016-02-06 00:06:31,,35235602,CC BY-SA 3.0,Dask DataFrame Groupby Partitions,91.0,5884386.0,registered,,Bhage
"['python', 'pandas', 'dask']",1418,,1,9,2020-06-17 15:07:30,2017-08-18 09:08:44,,45752805,CC BY-SA 3.0,Dask read_csv fails where pandas doesn&#39;t,792.0,492162.0,registered,93.0,nikitautiu
"['python', 'dask']",1461,,2,9,2019-03-27 18:40:51,2017-02-28 22:31:25,,42519966,CC BY-SA 3.0,Ways to handle exceptions in Dask distributed,281.0,6621470.0,registered,,ajmazurie
"['python', 'csv', 'pandas', 'dask']",8181,52417490.0,3,8,2019-07-17 23:53:04,2016-10-07 19:27:03,,39924518,CC BY-SA 4.0,How to read a compressed (gz) CSV file into a dask Dataframe?,2133.0,1692072.0,registered,96.0,Magellan88
"['python', 'distributed', 'dask']",1721,47776937.0,1,8,2017-12-12 16:10:16,2017-12-12 16:10:16,,47776936,CC BY-SA 3.0,Why is a computation much slower within a Dask/Distributed worker?,14194.0,1804173.0,registered,77.0,bluenote10
"['dask', 'dask-distributed', 'dask-delayed']",7040,,1,8,2018-07-09 12:25:43,2018-07-06 14:34:25,,51212688,CC BY-SA 4.0,How to use all the cpu cores using Dask?,129.0,6732872.0,registered,,ANKIT JHA
"['python', 'dask', 'infiniband']",724,43881158.0,1,8,2017-08-10 17:17:35,2017-05-09 23:06:26,,43881157,CC BY-SA 3.0,How do I use an InfiniBand network with Dask?,42964.0,616616.0,registered,53.0,MRocklin
"['python', 'dask', 'dask-delayed']",1493,44604704.0,1,8,2019-06-04 11:16:48,2017-06-17 09:10:23,,44602766,CC BY-SA 3.0,Unpacking result of delayed function,95.0,8175282.0,registered,,Henk
['dask'],3048,37450045.0,2,8,2018-02-22 12:50:24,2016-05-25 18:24:42,,37444943,CC BY-SA 3.0,Dask Array from DataFrame,897.0,1072288.0,registered,83.0,Paul English
"['python', 'distributed', 'dask']",1489,48384290.0,1,8,2018-01-22 19:30:45,2018-01-17 16:28:43,,48305758,CC BY-SA 3.0,Shutdown dask workers from client or scheduler,1133.0,1863776.0,registered,100.0,ffarquet
"['python', 'concurrency', 'python-multiprocessing', 'dask', 'castra']",1289,,1,8,2019-02-27 15:01:08,2016-02-19 22:31:27,,35516305,CC BY-SA 3.0,dask computation not executing in parallel,5433.0,843348.0,registered,62.0,Daniel Mahler
"['python', 'pandas', 'dask']",2850,39732788.0,2,8,2020-02-09 18:28:24,2016-09-27 17:40:48,,39731098,CC BY-SA 4.0,iterate over GroupBy object in dask,2157.0,5082048.0,registered,94.0,Someone
"['python', 'csv', 'dataframe', 'dask']",3931,,2,8,2020-03-15 16:12:41,2017-09-12 10:53:26,,46174556,CC BY-SA 3.0,Can I set the index column when reading a CSV using Python dask?,293.0,6033545.0,registered,,Jaydog
"['python', 'dask']",721,41905208.0,1,8,2017-01-28 00:39:34,2017-01-28 00:07:51,,41904987,CC BY-SA 3.0,Is it possible to wait until `.persist()` finishes caching in dask?,391.0,3716774.0,registered,70.0,user3716774
"['python', 'pandas', 'dask']",787,38283697.0,1,8,2016-07-09 16:03:53,2016-07-09 03:58:07,,38278157,CC BY-SA 3.0,does npartitions influence the result of dask.dataframe.head()?,2157.0,5082048.0,registered,94.0,Someone
"['python', 'dask']",493,,1,8,2019-05-01 17:52:38,2018-01-24 13:01:01,,48423164,CC BY-SA 3.0,Summarize categorical data in Dask DataFrame,303.0,1203941.0,registered,86.0,grześ
"['python', 'dataframe', 'dask']",5362,,2,8,2019-12-04 10:45:17,2018-03-15 21:27:17,,49309523,CC BY-SA 3.0,Dask Dataframe: Get row count?,113.0,9499936.0,registered,,usbToaster
"['pandas', 'dask']",2992,40899490.0,2,7,2018-10-05 15:08:22,2016-11-30 22:02:09,,40899044,CC BY-SA 3.0,Dask equivalent to Pandas replace?,73.0,2229387.0,registered,,docross
"['dask', 'python-xarray']",1724,47557546.0,3,7,2019-12-17 15:40:04,2017-11-29 04:38:18,,47545138,CC BY-SA 3.0,python-xarray: open_mfdataset concat along two dimensions,577.0,6046019.0,registered,93.0,Ray Bell
"['python', 'dataframe', 'dask']",5440,52487367.0,2,7,2019-11-13 14:14:17,2018-09-24 20:11:01,,52486658,CC BY-SA 4.0,Dask read_csv-- Mismatched dtypes found in `pd.read_csv`/`pd.read_table`,117.0,9666815.0,registered,,Coffey Liu
"['python', 'dataframe', 'dask']",5050,41266674.0,1,7,2018-06-22 11:27:55,2016-12-21 15:16:16,,41266078,CC BY-SA 3.0,Killed/MemoryError when creating a large dask.dataframe from delayed collection,5902.0,2545732.0,registered,71.0,Dirk
"['python', 'distributed-computing', 'dask']",510,40252684.0,1,7,2016-10-30 21:32:54,2016-10-26 02:08:08,,40252584,CC BY-SA 3.0,What are the scaling limits of Dask.distributed?,2717.0,2096976.0,registered,77.0,bcollins
"['python', 'dask']",2249,34904445.0,1,7,2016-01-20 15:46:22,2016-01-20 09:14:58,,34895846,CC BY-SA 4.0,Correct choice of chunks-specification for dask array,363.0,3529642.0,registered,88.0,istern
['dask'],2914,31869797.0,1,7,2015-08-18 17:19:56,2015-08-07 00:47:28,,31867983,CC BY-SA 3.0,Can&#39;t drop columns or slice dataframe using dask?,5104.0,442158.0,registered,81.0,chrisfs
"['python', 'amazon-s3', 'dask', 'python-s3fs']",1030,54092155.0,1,7,2020-02-07 15:16:58,2018-05-15 12:57:57,,50350844,CC BY-SA 4.0,s3fs gzip compression on pandas dataframe,171.0,6447692.0,registered,100.0,Juli&#225;n G&#243;mez
"['python', 'distributed', 'dask']",630,,2,7,2019-07-11 07:14:41,2017-07-10 09:50:19,,45008852,CC BY-SA 3.0,how to store worker-local variables in dask/distributed,111.0,7065058.0,registered,,Vincent Schut
"['python', 'indexing', 'dask']",5882,40476275.0,2,7,2020-02-09 18:48:36,2016-07-12 00:19:53,,38318136,CC BY-SA 4.0,How can I select data from a dask dataframe by a list of indices?,2157.0,5082048.0,registered,94.0,Someone
"['python', 'dask']",2217,36275260.0,2,7,2018-09-01 21:08:56,2016-03-29 03:48:12,,36275052,CC BY-SA 4.0,Applying a function along an axis of a dask array,267.0,3642774.0,registered,75.0,Damien Irving
"['dask', 'dask-delayed']",3369,51110741.0,1,7,2020-06-15 09:25:32,2018-06-29 23:55:37,,51110641,CC BY-SA 4.0,Dask For Loop In Parallel,1667.0,569313.0,registered,59.0,B_Miner
"['pandas', 'dask']",5924,40848928.0,2,7,2016-11-28 16:18:18,2016-11-28 15:54:53,,40848443,CC BY-SA 3.0,How to call unique() on dask DataFrame,2225.0,860991.0,registered,54.0,femibyte
"['python', 'pandas', 'dask']",2667,,2,7,2020-02-09 19:42:15,2017-01-18 20:07:31,,41728527,CC BY-SA 3.0,How to apply a function to a dask dataframe and return multiple values?,71.0,2788635.0,registered,,Jasper1918
"['python-2.7', 'dask']",2451,36143234.0,1,7,2016-03-21 23:01:21,2016-03-21 22:32:44,,36142892,CC BY-SA 3.0,Item assignment to Python dask array objects,73.0,5021652.0,registered,,Lcg3
"['python-2.7', 'dataframe', 'concat', 'dask']",5901,43813709.0,1,7,2019-05-28 15:54:36,2017-05-05 17:42:05,,43810905,CC BY-SA 4.0,Python Dask - vertical concatenation of 2 DataFrames,6994.0,4057186.0,registered,90.0,edesz
"['pandas', 'grouping', 'dask', 'top-n']",1584,47228144.0,1,7,2017-11-10 17:24:44,2017-11-10 17:06:44,,47227874,CC BY-SA 3.0,Is there a way to get the nlargest items per group in dask?,1434.0,1130785.0,registered,77.0,whisperstream
"['python', 'pandas', 'numpy', 'dask']",2262,49834596.0,1,7,2018-04-14 18:08:25,2018-02-14 19:16:15,,48794621,CC BY-SA 3.0,Python PANDAS: Converting from pandas/numpy to dask dataframe/array,1183.0,4713504.0,registered,86.0,Pylander
"['python', 'out-of-memory', 'pandas-groupby', 'dask', 'python-xarray']",732,,1,7,2018-08-07 22:46:45,2018-08-02 21:32:15,,51662450,CC BY-SA 4.0,Memory errors using xarray + dask - use groupby or apply_ufunc?,838.0,3154101.0,registered,,ThomasNicholas
"['dask', 'dask-distributed']",758,,1,7,2020-01-27 16:15:17,2019-06-26 10:58:30,,56771265,CC BY-SA 4.0,Dask Equivalent of pd.to_numeric,131.0,4045327.0,registered,,Karrtik Iyer
"['python', 'parallel-processing', 'dask', 'dask-distributed']",377,,1,7,2020-07-01 22:24:29,2018-12-23 17:24:19,,53905659,CC BY-SA 4.0,dask-worker memory kept between tasks,443.0,5502009.0,registered,83.0,s1mc0d3
"['python', 'dataframe', 'dask', 'dask-distributed']",1004,,1,7,2019-05-14 20:54:56,2017-07-11 09:32:02,,45030651,CC BY-SA 3.0,"ValueError: Not all divisions are known, can&#39;t align partitions error on dask dataframe",6265.0,2349589.0,registered,39.0,Apostolos
['dask'],738,,0,7,2018-06-28 15:34:44,2017-03-29 13:14:29,,43094599,CC BY-SA 3.0,Dask.dataframe : out of memory when merging and groupby,71.0,5672502.0,registered,,Tho Le Phuoc
"['python', 'parallel-processing', 'dask']",13994,47136759.0,2,6,2017-11-06 17:09:13,2017-11-05 19:25:40,,47125665,CC BY-SA 3.0,simple dask map_partitions example,4780.0,1700890.0,registered,75.0,user1700890
"['python', 'pandas', 'dask']",1270,44357537.0,3,6,2020-06-12 19:04:06,2017-06-02 21:51:08,,44337910,CC BY-SA 3.0,How to rename the index of a Dask Dataframe,403.0,7775811.0,registered,,Samantha Hughes
"['python', 'dask']",2445,43063415.0,1,6,2017-03-28 07:39:13,2017-03-28 01:13:21,,43058997,CC BY-SA 3.0,"Dask, create a dataframe from several dask arrays",73.0,7186156.0,registered,,Jason Solack
"['python', 'dataframe', 'sorting', 'dask']",6769,,2,6,2020-01-29 10:09:40,2016-11-02 09:28:25,,40376425,CC BY-SA 4.0,dask DataFrame equivalent of pandas DataFrame sort_values,2225.0,860991.0,registered,54.0,femibyte
"['python', 'pandas', 'dataframe', 'dask', 'dask-distributed']",4339,,2,6,2019-03-14 04:19:49,2018-03-28 11:02:37,,49532824,CC BY-SA 4.0,Dask dataframe split partitions based on a column or function,470.0,3941882.0,registered,,Roger Thomas
"['python', 'parallel-processing', 'scikit-learn', 'dask', 'cross-validation']",1231,55850747.0,4,6,2019-04-30 15:07:58,2019-04-23 09:49:07,,55808504,CC BY-SA 4.0,How to speed up nested cross validation in python?,675.0,8831033.0,registered,50.0,DN1
"['python', 'dask', 'dask-distributed']",4075,55083156.0,1,6,2019-03-09 23:54:09,2019-03-08 06:38:30,,55057957,CC BY-SA 4.0,An attempt has been made to start a new process before the current process has finished its bootstrapping phase,548.0,1995261.0,registered,100.0,muammar
"['python', 'dataframe', 'parquet', 'dask']",1662,,1,6,2019-05-07 01:04:05,2018-10-04 09:05:51,,52642966,CC BY-SA 4.0,Repartition Dask DataFrame to get even partitions,99.0,2184114.0,registered,,Szymon
"['python', 'r', 'dask']",1956,,2,6,2018-08-14 02:40:46,2018-06-27 18:24:13,,51069236,CC BY-SA 4.0,R equivalent of Python&#39;s dask,61.0,10001648.0,registered,,Adam Bricknell
"['tensorflow', 'keras', 'dask']",1993,49290185.0,3,6,2019-12-23 07:06:10,2018-03-14 21:30:30,,49287934,CC BY-SA 3.0,Dask DataFrame - Prediction of Keras Model,1667.0,569313.0,registered,59.0,B_Miner
"['python', 'dataframe', 'dask']",1872,,1,6,2017-06-12 02:12:54,2017-06-10 16:17:35,,44475492,CC BY-SA 3.0,Slicing a Dask Dataframe,705.0,48118.0,registered,29.0,Zubair Ahmed
"['python', 'pandas', 'dask']",3237,44167983.0,1,6,2017-05-24 20:32:22,2017-05-24 19:31:55,,44167038,CC BY-SA 3.0,Subset dask dataframe by column position,31744.0,919872.0,registered,80.0,Zelazny7
"['python', 'python-3.x', 'pandas', 'dataframe', 'dask']",1925,43208055.0,1,6,2017-04-04 13:08:36,2017-04-04 12:56:52,,43207926,CC BY-SA 3.0,Groupby.transform doesn&#39;t work in dask dataframe,1571.0,4666912.0,registered,93.0,BKS
"['python', 'pandas', 'dask']",1606,50207206.0,1,6,2019-04-16 17:28:29,2018-05-07 03:31:27,,50206730,CC BY-SA 4.0,How to check if dask dataframe is empty,17368.0,308827.0,registered,96.0,user308827
"['python', 'dictionary', 'dask', 'dask-delayed']",2406,,1,6,2018-02-12 03:25:58,2018-02-11 04:50:47,,48728383,CC BY-SA 3.0,Dask delayed object of unspecified length not iterable error when combining dictionaries,1604.0,2569531.0,registered,67.0,blahblahblah
"['python', 'dask']",3448,51059550.0,1,6,2018-06-27 10:12:02,2017-10-13 19:53:02,,46737134,CC BY-SA 4.0,dask apply: AttributeError: &#39;DataFrame&#39; object has no attribute &#39;name&#39;,2239.0,2286597.0,registered,73.0,Philipp_Kats
"['python', 'pandas', 'dask', 'python-xarray']",1072,40476305.0,1,6,2016-11-08 15:57:41,2016-11-07 22:32:45,,40475884,CC BY-SA 3.0,How to convert an xarray dataset to pandas dataframes inside a dask dataframe,63.0,3766692.0,registered,,user3766692
"['python', 'pandas', 'dataframe', 'dask']",486,53486758.0,1,6,2018-11-26 18:08:26,2018-11-24 17:02:12,,53460457,CC BY-SA 4.0,How to set index on categorical type?,325.0,2536902.0,registered,75.0,Ghislain Viguier
"['sorting', 'dask', 'dask-distributed', 'dask-delayed']",2560,51847034.0,1,6,2020-03-07 23:03:27,2018-06-12 04:54:40,,50809462,CC BY-SA 4.0,Sorting in Dask,199.0,8080185.0,registered,,Dhruv Kumar
"['python', 'python-3.x', 'dask', 'dask-distributed']",1361,48930313.0,1,6,2018-02-22 15:02:04,2018-02-22 14:37:43,,48930086,CC BY-SA 3.0,Dask prints warning to use client.scatter althought I&#39;m using the suggested approach,1809.0,9305450.0,registered,,dennis-w
"['python', 'dask', 'dask-distributed']",1830,,3,6,2020-06-03 14:22:05,2017-08-28 15:51:00,,45922884,CC BY-SA 3.0,Dask: nunique method on Dataframe groupBy,97.0,5986675.0,registered,,Guillaume EB
"['python', 'pandas', 'pandas-groupby', 'dask']",137,56808848.0,3,6,2019-06-28 14:42:11,2019-05-30 20:16:09,,56385056,CC BY-SA 4.0,Effective-Date-Range One-Hot-Encode groupby,2255.0,5662006.0,registered,,Chris Farr
"['pandas', 'parallel-processing', 'pandas-groupby', 'dask']",703,,1,6,2019-07-08 10:04:40,2019-04-09 19:39:01,,55600130,CC BY-SA 4.0,How to parallelize groupby() in dask?,1032.0,5451433.0,registered,81.0,Robin1988
"['python', 'multithreading', 'pandas', 'cluster-computing', 'dask']",451,40054183.0,1,6,2016-10-15 01:55:35,2016-10-14 22:40:57,,40052981,CC BY-SA 3.0,How to execute a multi-threaded `merge()` with dask? How to use multiples cores via qsub?,10442.0,4596596.0,registered,93.0,ShanZhengYang
"['python', 'json', 'parallel-processing', 'export-to-csv', 'dask']",971,34076261.0,3,6,2016-08-26 18:36:11,2015-12-03 19:09:58,,34074201,CC BY-SA 3.0,dask bag not using all cores? alternatives?,669.0,4072706.0,registered,91.0,tamjd1
"['dask', 'dask-distributed']",216,,2,6,2018-03-09 13:15:32,2018-02-07 15:23:49,,48667371,CC BY-SA 3.0,Semaphores in dask.distributed?,378.0,1217164.0,registered,,Christian Trebing
"['multiprocessing', 'dask', 'resampling', 'python-xarray']",170,,1,6,2019-12-28 16:47:51,2019-05-23 18:36:26,,56281148,CC BY-SA 4.0,Parallelized bootstrapping with replacement with xarray/dask,61.0,10433236.0,registered,,aaron.spring
"['python-3.x', 'parallel-processing', 'streaming', 'dask']",134,,0,6,2019-03-08 23:08:11,2018-08-06 19:29:22,,51714453,CC BY-SA 4.0,streamz exception on dask gather,165.0,10188453.0,registered,,Michael Hansen
"['dask', 'dask-distributed']",600,,0,6,2017-10-19 19:25:11,2017-10-19 19:25:11,,46837416,CC BY-SA 3.0,What causes dask job failure with CancelledError exception,571.0,5469218.0,registered,0.0,Santosh Kumar
"['python', 'dask']",787,,0,6,2018-07-03 09:48:39,2016-08-24 05:21:26,,39114990,CC BY-SA 3.0,Dask dataframe: Memory error with merge,339.0,1643255.0,registered,92.0,Prasanjit Prakash
"['python', 'pandas', 'dask', 'series']",1306,54363480.0,2,5,2019-12-11 17:31:36,2019-01-25 07:11:24,,54360549,CC BY-SA 4.0,Dask item assignment. Cannot use loc for item assignment,398.0,5447280.0,registered,,Matt Elgazar
"['python', 'python-3.x', 'pandas', 'dask']",5321,51770165.0,1,5,2018-08-09 14:53:44,2018-08-09 14:29:49,,51769644,CC BY-SA 4.0,Drop column using Dask dataframe,12309.0,283538.0,registered,89.0,cs0815
"['python', 'parallel-processing', 'dask']",1249,43416853.0,2,5,2017-04-14 18:22:07,2017-04-14 18:02:29,,43416809,CC BY-SA 3.0,"On Dask DataFrame.apply(), receiving n rows of value 1 before actual rows processed",1196.0,3407994.0,registered,87.0,kuanb
"['python', 'pandas', 'dask']",4063,,3,5,2020-01-30 19:26:47,2018-12-17 07:52:03,,53810896,CC BY-SA 4.0,Renaming columns in dask dataframe,398.0,5447280.0,registered,,Matt Elgazar
"['python', 'dask']",2011,51290343.0,2,5,2020-01-29 17:33:00,2018-07-11 12:24:20,,51285420,CC BY-SA 4.0,dask: specify number of processes,21300.0,300886.0,registered,91.0,piokuc
"['python', 'python-3.x', 'dask']",1994,43803404.0,2,5,2017-09-24 14:53:09,2017-05-05 04:53:23,,43796774,CC BY-SA 3.0,Loading local file from client onto dask distributed cluster,53.0,7966752.0,registered,,Bot Man
"['python', 'pandas', 'cpu', 'multicore', 'dask']",3179,42649338.0,2,5,2020-01-28 17:51:32,2017-03-07 13:11:52,,42649234,CC BY-SA 3.0,move from pandas to dask to utilize all local cpu cores,12014.0,2587904.0,registered,92.0,Georg Heiler
"['python', 'pandas', 'performance', 'dask']",1409,54636224.0,2,5,2019-02-12 09:27:22,2019-01-19 22:32:27,,54271941,CC BY-SA 4.0,Dask dataframe - split column into multiple rows based on delimiter,407.0,7275290.0,registered,,ltt
"['python', 'pandas', 'dask']",778,,1,5,2016-12-24 16:38:10,2016-12-24 16:38:10,,41315056,CC BY-SA 3.0,Read Directory of Timeseries CSV data efficiently with Dask DataFrame and Pandas,42964.0,616616.0,registered,53.0,MRocklin
"['python', 'pandas', 'dask']",323,59088840.0,2,5,2019-11-28 12:23:37,2019-11-20 18:20:38,,58960985,CC BY-SA 4.0,How to separate files using dask groupby on a column,455.0,6065030.0,registered,100.0,codecodercoding
"['python', 'dask', 'dask-distributed']",727,,3,5,2019-09-06 16:42:07,2019-09-02 16:53:39,,57760475,CC BY-SA 4.0,Difference between dask.distributed LocalCluster with threads vs. processes,1350.0,5699018.0,registered,75.0,jrinker
"['python', 'pandas', 'typeerror', 'dask']",3751,55710379.0,1,5,2019-04-16 14:18:09,2019-04-16 12:43:28,,55708455,CC BY-SA 4.0,TypeError: can&#39;t pickle _thread._local objects when using dask on pandas DataFrame,152.0,10513250.0,registered,,FrancescoLS
"['dask', 'dask-distributed']",284,,1,5,2019-01-03 18:47:53,2019-01-03 18:47:53,,54028105,CC BY-SA 4.0,Get ID of Dask worker from within a task,42964.0,616616.0,registered,53.0,MRocklin
"['python', 'dask', 'python-xarray']",405,,2,5,2020-03-06 11:42:57,2018-08-30 10:03:31,,52094320,CC BY-SA 4.0,"With xarray, how to parallelize 1D operations on a multidimensional Dataset?",211.0,9974926.0,registered,,LCT
"['dataframe', 'pivot-table', 'dask']",3114,,1,5,2018-04-02 07:54:58,2018-03-25 20:16:34,,49480496,CC BY-SA 3.0,How to use Dask Pivot_table?,849.0,6236510.0,registered,71.0,ambigus9
"['python', 'dask', 'tqdm']",1207,44484119.0,1,5,2017-06-11 12:57:02,2017-06-11 12:37:00,,44483950,CC BY-SA 3.0,combining tqdm with delayed execution with dask in python,1915.0,3861108.0,registered,76.0,Dimgold
"['python', 'csv', 'distributed', 'dask']",2501,43155064.0,1,5,2017-04-01 09:43:00,2017-03-31 19:46:06,,43148569,CC BY-SA 3.0,"Dask reading CSV, setting partition as CSV length",53.0,7799371.0,registered,,abcdefg
"['python', 'dask']",3007,37402916.0,1,5,2016-05-24 01:11:22,2016-05-24 00:56:16,,37402812,CC BY-SA 3.0,How do I actually get dask to compute a list of delayed or dask-container-based results?,1270.0,468660.0,registered,85.0,Dav Clark
"['python', 'dataframe', 'group-by', 'aggregation', 'dask']",2018,52153578.0,1,5,2018-09-03 16:46:38,2018-09-03 12:23:18,,52149746,CC BY-SA 4.0,Multiple aggregation user defined functions in Dask dataframe,1005.0,3550786.0,registered,70.0,GRoutar
"['gdal', 'dask', 'grib']",364,43854807.0,1,5,2017-05-08 18:27:24,2017-05-08 18:00:34,,43854391,CC BY-SA 3.0,How to load a directory of GRIB files into a Dask array,151.0,5198930.0,registered,100.0,Philip Blankenau
"['python', 'pandas', 'dask']",676,31573647.0,2,5,2015-07-22 22:25:42,2015-07-22 20:30:00,,31573399,CC BY-SA 3.0,How to deal with modifying large pandas dataframes,423.0,3137396.0,registered,50.0,Christopher
"['dask', 'dask-distributed']",160,56175743.0,3,5,2019-05-18 15:07:31,2019-05-16 18:06:50,,56174285,CC BY-SA 4.0,Forcing Locality on Dask Dataframe Subsets,584.0,2226322.0,registered,,CoderOfTheNight
"['parquet', 'dask', 'dask-distributed', 'fastparquet', 'dask.distributed']",618,,1,5,2018-06-29 11:34:23,2018-06-29 05:31:50,,51094865,CC BY-SA 4.0,memory usage when indexing a large dask dataframe on a single multicore machine,5433.0,843348.0,registered,62.0,Daniel Mahler
"['python', 'numpy', 'vectorization', 'slice', 'dask']",117,49599602.0,1,5,2018-04-09 05:08:44,2018-04-01 15:18:43,,49599533,CC BY-SA 3.0,Asymmetric slicing python,146.0,5677706.0,registered,,jmamath
"['python', 'dask', 'logarithm']",2238,,1,5,2018-03-09 17:45:04,2018-03-09 17:21:58,,49199002,CC BY-SA 3.0,How to apply funtion to single Column of large dataset using Dask?,849.0,6236510.0,registered,71.0,ambigus9
"['python', 'dask']",1315,,1,5,2018-02-14 12:54:36,2017-10-16 15:19:35,,46773660,CC BY-SA 3.0,What is the equivalent to iloc for dask dataframe?,190.0,1230746.0,registered,50.0,Tim Morton
"['python', 'pandas', 'dask']",2525,40719427.0,1,5,2016-11-21 12:11:49,2016-11-17 18:57:05,,40662912,CC BY-SA 3.0,Python Dask - dataframe.map_partitions() return value,489.0,6739634.0,registered,,StarFox
"['python', 'dask']",696,38407189.0,1,5,2016-07-16 06:03:40,2016-07-15 22:30:06,,38405844,CC BY-SA 3.0,Does Dask support functions with multiple outputs in Custom Graphs?,97.0,2070257.0,registered,,Petr Wolf
"['python', 'numpy', 'dask']",1634,32827120.0,2,5,2015-09-28 15:56:18,2015-09-28 05:48:55,,32816410,CC BY-SA 3.0,Parallelize loop over numpy rows,1201.0,2207958.0,registered,91.0,Max Linke
"['parquet', 'dask']",1042,53965411.0,1,5,2018-12-28 23:31:46,2018-12-24 21:33:47,,53917831,CC BY-SA 4.0,Excessive memory usage when using dask dataframe created from parquet file,53.0,8176951.0,registered,,Goodwin Chen
"['numpy', 'dask', 'numpy-memmap', 'xarray']",1131,44761911.0,1,5,2017-06-26 14:21:39,2017-06-24 05:23:42,,44733067,CC BY-SA 3.0,Do xarray or dask really support memory-mapping?,63.0,7450928.0,registered,,chrisbarber
"['python', 'multithreading', 'scikit-learn', 'dask', 'dask-delayed']",542,,1,5,2017-05-08 13:56:00,2017-05-08 00:33:29,,43838170,CC BY-SA 3.0,Using dask as for task scheduling to run machine learning models in parallel,1206.0,2507010.0,registered,54.0,Larissa Leite
"['python', 'dataframe', 'dask', 'preview']",3907,,1,5,2019-01-23 14:58:28,2017-03-23 12:22:55,,42975934,CC BY-SA 4.0,How can I see the data preview of Dask DataFrame?,155.0,1964115.0,registered,56.0,Hari
"['python', 'pandas', 'dask']",2386,39227474.0,1,5,2019-12-08 16:15:38,2016-08-29 21:38:44,,39215617,CC BY-SA 4.0,What is the return value of map_partitions?,2157.0,5082048.0,registered,94.0,Someone
"['python', 'multithreading', 'pandas', 'dask', 'fuzzywuzzy']",1657,38154513.0,1,5,2016-07-03 16:14:17,2016-07-01 14:22:44,,38147839,CC BY-SA 3.0,Dask: very low CPU usage and multiple threads? is this expected?,13552.0,1609428.0,registered,96.0,ℕʘʘḆḽḘ
"['python', 'pandas', 'dask']",3686,,2,5,2019-07-04 13:16:27,2019-07-04 11:15:45,,56886764,CC BY-SA 4.0,How to use Dask to read data from SQL &lt;connection string&gt;?,890.0,7529256.0,registered,66.0,Viv
"['dask', 'dask-delayed']",1141,55370064.0,1,5,2019-03-27 04:57:39,2019-03-22 11:15:10,,55298442,CC BY-SA 4.0,convert dask.bag of dictionaries to dask.dataframe using dask.delayed and pandas.DataFrame,53.0,11242411.0,registered,,CFabry
